,"DNR-Wildfire Division
C,2013-DG-11062764-706,10.664,WSFM Hazard Mitigation-East Chelan,Scott,237,GBI,,,"$161,938","$161,983",,,,"$161,983",,,,,
C,2013-DG-11062764-706,10.664,WSFM Hazard Mitigation-Forker Road,Myron,237,GBJ,,,"$300,000",,,"$54,978",,"$245,022",,,,,
C,2013-DG-11062764-706,10.664,WSFM Hazard Mitigation-Highway 195,Myron,237,GBK,,,"$300,000",,,"$54,978",,"$245,022",,,,,
C,2013-DG-11062764-706,10.664,WSFM Hazard Mitigation-Klickitat,Scott,237,GBL,,,"$121,093",,,,,"$121,093",,,,,
C,2013-DG-11062764-706,10.664,WSFM Hazard Mitigation-Upper Kittitas,Scott,237,GBO,,,"$179,999",,,,,"$179,999",,,,,
C,2013-DG-11062764-706,10.664,Urban & Community Forestry,Linden,244,GBN,,,"$435,000","$435,000","$870,000","$435,000",,,,,,,
C,2013-DG-11062764-706,10.664,Forest Stewardship - Resource Mgmt,Steve G,25B,GLF,,,"$253,667","$253,667","$507,334","$253,667",,,,,,,
P,2013-DG-11062765-704,10.664,"2013 Seedlings, Nurseries & Tree Improvement",Jeff,,,,,"$12,000",,,"$12,000",,,,,8/9/2013,12/31/2016,Close-out pending
P,2013-DG-11062765-728,10.680,2013 Forest Health Protection,,,,,,"$461,500",,,"$461,500",,,,,,,4/10/17 submitted close-out request to USFS
C,2013-DG-11062765-728,10.680,Forest Health Cooperative,Chuck,271,GEG,,,"$224,000",,,"$224,000",,,270-GEG,,8/13/2013,12/31/2016,
C,2013-DG-11062765-728,10.680,Forest Health Monitoring,Chuck,271,GEG,,,"$238,000",,,"$238,000",,,270-GEG,,8/13/2013,12/31/2016,
P,L13AC00242,15.228,Community Wildfire Protection,Myron,237,GGB,,,"$75,000",,,,,,,,9/14/2013,9/13/2018,"Mod #1 BLM funding increase of $50,000; Mod #2 BLM funding increase of $25,000"
P,2014-DG-11062752-742,10.664,2014 National Fire Plan - WUI,,,,,,"$867,500",,,,,,,,,,
C,2014-DG-11062752-742,10.664,West Klickitat,Scott,237,GJS,,,"$200,000",,,,,,,,7/21/2014,12/31/2017,
C,2014-DG-11062752-742,10.664,Upper Kittitas,Scott,237,GJT,,,"$200,000",,,,,,,,7/21/2014,12/31/2017,
C,2014-DG-11062752-742,10.664,Winthrop,Myron,237,GJN,,,"$200,000",,,,,,,,7/21/2014,12/31/2017,
C,2014-DG-11062752-742,10.664,Collins/Goat Pt,Andy,237,GKN,,,"$67,500",,,,,,,,7/21/2014,12/31/2017,
C,2014-DG-11062752-742,10.664,Gulches NFP,Myron,237,GJM,,,"$200,000",,,,,,,,7/21/2014,12/31/2017,
P,2014-DG-11062765-702,10.676,2014 Forest Legacy - Pysht Coastal Forest,Julie,"97Q, 001, Q51",,,,"$3,000,000",,,"$1,000,000",,,,,6/23/2014,6/30/2016,12/14/15 Close-out submitted/pending
P,2014-DG-11062765-703,10.676,2014 Forest Legacy - Klickitat Canyon,Julie,"97Y, 001,Q51",,,,"$3,975,000",,,"$1,325,000",,,,,6/23/2014,12/31/2016,Mod #1 extend end date; 2/6/17 Close-out submitted/pending
P,2014-DG-11062765-706,10.664,2014 Consolidated Payment Grant,,,,,,,,,,,,,,,,
C,2014-DG-11062765-706,10.664,State Fire Assistance,John,216,---,,,,,,,,,,,7/21/2014,7/21/2019,Mod #2 budget revision approved 10/20/16
C,2014-DG-11062765-706,10.664,WSFM-Bear Lake,Myron,237,GJO,,,,,,,,,,,7/21/2014,7/21/2019,
C,2014-DG-11062765-706,10.664,WSFM-Four Mound,Myron,237,GJP,,,,,,,,,,,7/21/2014,7/21/2019,
C,2014-DG-11062765-706,10.664,WSFM-Tum Tum,Myron,237,GJR,,,,,,,,,,,,,
C,2014-DG-11062765-706,10.664,Volunteer Fire Assistance,Darrel,237,"GKB, C,D,E,G",,,,,,,,,,,7/21/2014,7/21/2019,
C,2014-DG-11062765-706,10.664,Urban & Community Forestry,Linden,244,GJE,,,,,,,,,,,7/21/2014,7/21/2019,
C,2014-DG-11062765-706,10.664,West Comp-Urban Forestry,Linden,244,GJG,,,,,,,,,,,7/21/2014,7/21/2019,
C,2014-DG-11062765-706,10.664,Forest Stewardship - Resource Mgmt,Steve G,25B,GVJ,,,,,,,,,,,,,
C,2014-DG-11062765-706,10.664,West Comp-Gorge Forests,Chuci,271,GJX,,,,,,,,,,,7/21/2014,7/21/2019,
P,2014-DG-11062765-710,10.676,2014 Forest Legacy - Administration,Julie,63K,OEU,,,"$50,000",,,"$16,667",,,,,7/2/2014,12/31/2016,Mod #1 Extend end date; 12/2/16 close-out docs emailed to USFS
P,2014-DG-11062765-717,10.680,Western Bark Beetle Mitigation,Chuck,271,GJU,,,"$156,000",,,"$78,000",,"$78,000","Rare - 270-GJU ""OCG""",,7/2/2014,12/31/2017,
P,2014-CA-11062765-723,10.674,2014 Statewide Energy Team - Biomass,Chuck H,272,,,,"$250,000","$726,785","$976,785","$34,685","$692,100",,,,8/8/2014,9/30/2017,       
P,2014-DG-11062765-730,10.678,"2014 Seedlings, Nurseries & Tree Improvement",Jeff,,,,,"$12,000",,,"$12,000",,,,,7/15/2014,12/31/2017,
P,2015-CS-11062765-701,,Region 6 Cooperative Aerial Survey Master Challenge,Chuck,270,GEG,,,,,,,,,,,2/6/2015,10/31/2019,
P,2015-DG-11100106-733,10.664,"Seedling, Nurseries & Tree Improvement grants",Jeff,,,,,,,,,,,,   ,,7/1/2020,
P,2015-DG-11062765-719,10.680,Forest Health Monitoring,Chuck,271,OHI,,,"$110,000",,,"$110,000",,,,,6/1/2015,12/31/2018,Mod #1 add 2016 funding to 2015 grant
C,2015-DG-11062765-719,10.680,Forest Health Cooperative,Chuck,271,GOL,,,"$101,000",,,"$101,000",,,,,,,
P,2015-DG-11062765-720,10.644,Joint Chiefs Landscape Restoration Initiative,Myron,271,,,,"$500,000",,"$845,600","$345,600",$0,"$345,600",,,6/1/2015,12/31/2022,"Mod #1 - received additional funding, $50,040 in process and extend end date; 8/25/16 approved by USFS; Mod #2 - additional funding, $1,758 million and extension to 12/31/22 - executed doc received on 4/4/17"
,,,Stewardship Project,,271,GOM,"$77,200.00",,,,,,,,,,,,
,,,Forest Health Project,,271,ORV,"$110,800.00",,,,,,,,,,,,
,,,Cooperative Fire,,271,OSO,"$345,000.00",,,,,,,,,,,,
,,,"All Lands, All Hands East Cascades",,271,RMT,"$1,225,000.00",,,,,,,,,,,,
P,2015-DG-11062765-721 ,,Legacy - South Pugest Sound Coastal Forest,Julie ,,,,,"$36,099",,,,,,,,7/1/2015,6/30/2017,
P,2015-DG-11062765-729,10.664,2015 Consolidated Payment Grant,,,,,,"$2,980,600","$2,980,600","$5,961,200",,,,,,,,
C,2015-DG-11062765-729,10.664,State Fire Assistance - Recurrent,John,21B,XXX,,,"$1,285,000","$2,138,396","$3,423,396",,,,,,8/22/2015,8/15/2020,
C,2015-DG-11062765-729,10.664,WSFM-Pingston,Myron,237,GVC,,,"$300,000","$240,927","$540,927",,,,,,,,
C,2015-DG-11062765-729,10.664,WSFM-Diamond Lake,Myron,237,GVD,,,"$300,000","$240,927","$540,927",,,,,,,,
C,2015-DG-11062765-729,10.664,Volunteer Fire Assistance,Darrel,237,"GVL,M,N,O,P",,,"$460,350","$360,350","$820,700",,,,,,,,
C,2015-DG-11062765-729,10.664,Urban & Community Forestry,Linden,244,GVE,,,"$420,250",$0,,,,,,,,,
C,2015-DG-11062765-729,10.664,Forest Stewardship - Resource Mgmt,Steve G,25B,XXX,,,"$215,000",$0,,,,,,,,,
P,2015-DG-11062765-731,10.664,2015 National Fire Plan - WUI,,,,,,"$876,500",,,$0,,,,,8/25/2015,8/15/2020,
C,2015-DG-11062765-731,10.664,Blue Mountains (SE) ,Scott,237,GST,,,"$126,500",,,,,,,,,,
C,2015-DG-11062765-731,10.664,Cayuse (NE),Myron,237,GSU,,,"$200,000",,,,,,,,,,
C,2015-DG-11062765-731,10.664,Chumstick (SE),Scott,237,GSW,,,"$200,000",,,,,,,,,,
C,2015-DG-11062765-731,10.664,Flat-Sheep (NE),Myron,237,GSX,,,"$200,000",,,,,,,,,,
C,2015-DG-11062765-731,10.664,North Yakima (SE),Scott,237,GSY,,,"$150,000",,,,,,,,,,
P,L15AC00006,15.228,Ready Reserve - Fire Prepardness,Darrel,237,GMF,,,"$104,361",,,,,,,,2/1/2015,1/31/2020,"Annual reporting year ends 12/31/YR. 424 and performance reports are due on or before 90 days, 4/30/YR"
P,L12AC20630,,Wildlife and Plant Conservation Info,John Gamon,,,,,,,,,,,,,,,
P,2016-DG-11062765-728,10.680,2015-2016 Western Bark Beetle,Chuck,271,RBG,,,"$161,000",,,"$80,500",$0,"$80,500",,,1/11/2016,12/31/2018,"Mod # 1 2016 funds rolled into 2015 grant (one grant with 2016 number); Mod # 2 USFS initiated administrative modification (provision required by public law 114-113, sections 743 & 744 where FY 2016 funds were used)"
P,16-DG-11062765-710,,Legacy - Admin Grant,Julie ,,,,,"$40,000",,,,,,,,7/1/2016,6/30/2018,
P,16-DG-11062765-718,,Legacy - South Puget Sound Coastal Forest 2,Julie ,,,,,"$382,000",,,,,,,,7/1/2016,6/30/2018,
P,16-DG-11062765-717,,Legacy - Mt. St. Helens Forest 2,Julie ,,,,,"$3,800,000",,,,,,,,7/1/2016,6/30/2018,
P,2016-DG-11062765-722,,Legacy - Program Administration,Julie ,,,,,"$40,000 ",,,,,,,,3/4/2016,12/31/2017,Fire transfer
P,2016-DG-11062765-729,10.664,2016 Consolidated Payment Grant,,,,,,"$4,304,644","$4,304,644","$8,609,288","$2,537,317","$415,500","$1,351,827",,,7/616,6/30/2021,
C,2016-DG-11062765-729,10.664,State Fire Assistance - SFA,John ,21C,SFA  does not require project codes only new PI ,,,"$1,225,600 ","$1,225,600 ","$2,451,200 ",,,,,,,,
C,2016-DG-11062765-729,10.664,Volunteer Fire Assistance - VFA,Darrel ,    ,FEPP - RGP; Wildland Fire Training -RGR;Phase I - RGS; Phase II - RGU,,,"$460,500 ","$460,500 ","$921,000 ",,,,,,,,
C,2016-DG-11062765-729,10.664,WSFM - Chiwawa,Scott,237,RGV,,,"$300,000 ","$300,000 ","$600,000 ",,,"$231,626 ",,,,,
C,2016-DG-11062765-729,10.664,WSFM - North Yakima,Scott,237,RGW,,,"$300,000 ","$300,000 ",,,,"$241,626 ",,,,,
C,2016-DG-11062765-729,10.664,WSFM - East Box Canyon,Scott,237,RGX,,,"$300,000 ","$300,000 ",,,,"$241,626 ",,,,,
C,2016-DG-11062765-729,10.664,WSFM - Leavenworth,Scott,237,RGZ,,,"$300,000 ","$300,000 ",,,,"$231,626 ",,,,,
C,2016-DG-11062765-729,10.664,WSFM - Upper Kettle,Myron ,237,RHA,,,"$200,000 ","$200,000 ",,,,"$162,344 ",,,,,
C,2016-DG-11062765-729,10.664,WSFM - Clear Lake,Myron ,237,RHB,,,"$300,000 ","$300,000 ",,,,"$242,979 ",,,,,
C,2016-DG-11062765-729,10.664,Urban & Community Forestry - UCF,Linden ,244,RHC,,,"$388,544 ","$388,544 ",,,,$0.00 ,,,,,"Mod 1: funding increase of $25,000 - 4/6/7 sent DNR signed doc to USFS"
C,2016-DG-11062765-729,10.664,Forest Stewardship,Steve ,,,,,"$215,000 ","$215,000 ",,,,$0.00 ,,,,,
C,2016-DG-11062765-729,10.664,Genetic Resources,Jeff DeBell,38F,RHE,,,"$15,000 ","$15,000 ",,,,$0.00 ,,,,,
C,2016-DG-11062765-729,10.664,LSR - Chehalis River Basin,Steve ,25B,RDO,,,"$300,000 ","$300,000 ",,,,$0.00 ,,,,,
P,16-DG-11062765-731,10.664,Non-Federal Wildland Urban Interface (WUI),,,,,,"$791,500",,,,,"$350,000",,,7/27/2016,7/15/2021,
C,16-DG-11062765-731,10.664,Barstow,Myron,237,RHV,,,"$200,000",,,,,,,,,,
C,16-DG-11062765-731,10.664,Upper Kittitas,Scott,237,RHL,,,"$200,000",,,"$15,000",,"$160,000",,,,,
C,16-DG-11062765-731,10.664,West Klickitat,Scott,237,RHG,,,"$191,500",,,"$15,000",,"$160,000",,,,,
C,16-DG-11062765-731,10.664,Wauconda,Myron,237,RHF,,,"$200,000",,,,,,,,,,
P,2016-DG-11062765-733,10.664,Genetic Resources Program,Jeff DeBell,38F,OPA,,,"$15,000",,,,,,,,7/1/2015,7/1/2020,
P,2017-DG-11062765-719,10.680,Cooperative Forest Health Protection,Chuck H,,,,," $141,000 ",,," $141,000 ",,,,,,,
P,2017-DG-11062765-722,10.676,Forest Legacy - Administration,Julie ,,,,," $40,000 ",,,,,,,,,,
P,2017-DG-11062765-728,10.680,2017 Western Bark Beetle,Chuck H,,,,," $76,800 ",,," $33,800 "," $43,000 ",,,,,,
P,2017-DG-11062765-729,10.664,2017 Consolidated Payment Grant,,,,,," $2,100,268 ","$2,100,268 ","$4,200,536",,,,,,,6/30/2022,
C,2017-DG-11062765-729,10.664,State Fire Assistance - SFA,John K,,,,," $1,020,000 ",,,,,,,,,,
C,2017-DG-11062765-729,10.664,Volunteer Fire Assistance - VFA,Darrel,,,,," $460,268 ",,,,,,,,,,
C,2017-DG-11062765-729,10.664,Urban & Community Forestry - UCF,Linden,,,,," $390,000 ",,,,,,,,,,
C,2017-DG-11062765-729,10.664,Forest Stewardship,Steve,,,,," $215,000 ",,,,,,,,,,
C,2017-DG-11062765-729,10.664,Genetic Resources,Jeff,,,,," $15,000 ",,,,,,,,,,
P,2017-DG-11062765-731,10.664,Non-Federal Wildland Urban Interface (WUI),,,,,," $876,500 ",,,,,,,,,6/30/2022,
C,2017-DG-11062765-731,10.664,Metaline (Pend Oreille Cty),Myron,,,,," $200,000 ",,,,,,,,,,
C,2017-DG-11062765-731,10.664,Sawtooth (Okanogan Cty),Myron,,,,," $200,000 ",,,,,,,,,,
C,2017-DG-11062765-731,10.664,Horseshoe (Stevens Cty),Myron,,,,," $76,500 ",,,,,,,,,,
C,2017-DG-11062765-731,10.664,East Klickitat (Klickitat Cty),Scott,,,,," $200,000 ",,,,,,,,,,
C,2017-DG-11062765-731,10.664,Upper Kittitas (Kittitas Cty),Scott,,,,," $200,000 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
